Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
23,498,2.1e-05,0.000798,0.0461847
83515,498,4e-06,0.000825,0.00200803
9,498,7e-06,0.000728,0.0180723
6,498,6e-06,0.000696,0.0120482
42359,498,3e-06,0.000727,0.00200803
61238,498,3e-06,0.000726,0.00200803
74003,498,3e-06,0.000684,0.00200803
108,498,6.2e-05,0.000684,0.216867
42023,498,3e-06,0.0007,0.00200803
-20255,498,3e-06,0.000682,0.00200803
1,498,2e-06,0.000682,0.00401606
-23362,498,2e-06,0.000682,0.00200803
1,498,4e-06,0.000684,0.0060241
55,498,3.2e-05,0.000987,0.110442
48794,498,1.1e-05,0.000979,0.00200803
96529,498,3e-06,0.000775,0.00200803
6,498,5e-06,0.000827,0.0120482
5993,498,2e-06,0.000715,0.00200803
65621,498,4e-06,0.000751,0.00200803
34157,498,3e-06,0.000685,0.00200803
74874,498,3e-06,0.000687,0.00200803
79178,498,3e-06,0.000688,0.00200803
83616,498,1e-06,0.00069,0.00200803
33,498,4e-06,0.000683,0.00401606
94191,498,2e-06,0.000773,0.00200803
97761,498,2e-06,0.000723,0.00200803
27,498,1.6e-05,0.000762,0.0542169
78584,498,3e-06,0.001052,0.00200803
70443,498,3e-06,0.000747,0.00200803
47210,498,3e-06,0.000741,0.00200803
75058,498,4e-06,0.000749,0.00200803
1,498,4e-06,0.000748,0.00401606
19,498,2.2e-05,0.000878,0.0381526
28151,498,3e-06,0.000705,0.00200803
1,498,3e-06,0.000758,0.00401606
67799,498,7e-06,0.000731,0.0060241
96540,498,4e-06,0.00075,0.00200803
24,498,1.8e-05,0.000775,0.0481928
72671,498,4e-06,0.000721,0.00200803
88119,498,3e-06,0.001002,0.00200803
95918,498,4e-06,0.001209,0.00200803
90,498,9.1e-05,0.000983,0.180723
18657,498,3e-06,0.000679,0.00200803
74580,498,2e-06,0.000836,0.00200803
57137,498,4e-06,0.00077,0.00200803
1,498,5e-06,0.000885,0.0060241
53,498,4.4e-05,0.000713,0.106426
39224,498,4e-06,0.000699,0.00200803
61709,498,3e-06,0.000689,0.00200803
19575,498,4e-06,0.0007,0.00200803
89385,498,1e-06,0.000708,0.00200803
5125,498,3e-06,0.000663,0.00200803
79126,498,2e-06,0.000817,0.00200803
84376,498,2e-06,0.000737,0.00200803
1,498,3e-06,0.000731,0.00401606
-8199,498,3e-06,0.000723,0.00200803
14,498,9e-06,0.000698,0.0281124
99024,498,3e-06,0.00074,0.00200803
84725,498,2e-06,0.000693,0.00200803
72249,498,2e-06,0.00074,0.00200803
1,498,1.1e-05,0.000735,0.00401606
64787,498,5e-06,0.000731,0.00401606
22,498,1.4e-05,0.000683,0.0441767
27,498,1.5e-05,0.000683,0.0542169
8806,498,3e-06,0.000704,0.00200803
31,498,1.8e-05,0.000732,0.062249
82547,498,3e-06,0.000932,0.00200803
90,498,7.8e-05,0.001167,0.180723
33,498,3.2e-05,0.000913,0.0662651
26095,498,1.2e-05,0.000717,0.00200803
66477,498,2e-06,0.000749,0.00200803
27487,498,4e-06,0.000702,0.00200803
92394,498,2e-06,0.000756,0.00200803
43129,498,4e-06,0.000705,0.00200803
89021,498,2e-06,0.000692,0.00200803
80683,498,2e-06,0.00069,0.00200803
20,498,1.5e-05,0.000592,0.0401606
81063,498,3e-06,0.000684,0.00200803
15898,498,2e-06,0.000766,0.00200803
30,498,1.6e-05,0.000752,0.060241
44,498,2.8e-05,0.000734,0.0883534
25808,498,2e-06,0.000691,0.00200803
10,498,8e-06,0.000684,0.0200803
87182,498,2e-06,0.000691,0.00200803
47668,498,3e-06,0.000718,0.00200803
10,498,1e-05,0.000715,0.0200803
62704,498,3e-06,0.000719,0.00200803
58089,498,3e-06,0.000722,0.00200803
-26587,498,5e-06,0.000706,0.00200803
19,498,1.3e-05,0.000684,0.0381526
82245,498,2e-06,0.000695,0.00200803
83853,498,3e-06,0.000698,0.00200803
58179,498,2e-06,0.000996,0.00200803
79992,498,4e-06,0.001098,0.00200803
84525,498,4e-06,0.001118,0.00200803
28231,498,4e-06,0.000691,0.00200803
55924,498,2e-06,0.000718,0.00200803
61452,498,2e-06,0.000686,0.00200803
89222,498,2e-06,0.000703,0.00200803
91764,498,3e-06,0.000827,0.00200803
58033,498,3e-06,0.000761,0.00200803
83901,498,2e-06,0.000866,0.00200803
5,498,8e-06,0.000701,0.0100402
7,498,1.8e-05,0.000696,0.0140562
16,498,1.2e-05,0.000926,0.0321285
13503,498,6e-06,0.000908,0.00401606
23,498,2.3e-05,0.001172,0.0461847
50037,498,4e-06,0.000789,0.00200803
97673,498,3e-06,0.000704,0.00200803
94740,498,4e-06,0.000687,0.00200803
5,498,6e-06,0.000656,0.0100402
67,498,5.8e-05,0.000667,0.134538
31,498,2.6e-05,0.000776,0.062249
24869,498,3e-06,0.000686,0.00200803
94649,498,2e-06,0.0009,0.00200803
47090,498,3e-06,0.000689,0.00200803
74734,498,2e-06,0.000684,0.00200803
19,498,1.7e-05,0.000757,0.0381526
31,498,2.7e-05,0.00107,0.062249
25006,498,4e-06,0.000888,0.00200803
24,498,2.3e-05,0.000719,0.0481928
73829,498,3e-06,0.000774,0.00200803
28,498,2.1e-05,0.000851,0.0562249
28286,498,3e-06,0.000722,0.00200803
28,498,2.7e-05,0.000681,0.0562249
95476,498,3e-06,0.000817,0.00200803
70107,498,2e-06,0.000692,0.00200803
83408,498,2e-06,0.000721,0.00200803
8,498,1.2e-05,0.000725,0.0160643
29239,498,2e-06,0.000717,0.00200803
39,498,2.2e-05,0.000885,0.0783133
707,498,6e-06,0.001152,0.00803213
41003,498,4e-06,0.000978,0.00200803
69479,498,3e-06,0.000714,0.00200803
80848,498,3e-06,0.000707,0.00200803
30,498,1.9e-05,0.0007,0.060241
70498,498,4e-06,0.000689,0.00200803
-4456,498,1.1e-05,0.000715,0.00200803
70483,498,1e-06,0.000683,0.00200803
78676,498,2e-06,0.000725,0.00200803
84035,498,3e-06,0.00071,0.00200803
78,498,6.2e-05,0.000748,0.156627
90638,498,1.1e-05,0.000748,0.00200803
93406,498,4e-06,0.000941,0.00200803
93318,498,1e-06,0.000841,0.00200803
70492,498,2e-06,0.00085,0.00200803
81213,498,6e-06,0.000708,0.00401606
73419,498,3e-06,0.000699,0.00200803
8,498,1.8e-05,0.000703,0.0160643
52765,498,3e-06,0.000708,0.00200803
80474,498,2e-06,0.000725,0.00200803
5,498,5e-06,0.000719,0.0100402
28,498,1.5e-05,0.000706,0.0562249
83203,498,2e-06,0.000702,0.00200803
95711,498,3e-06,0.000707,0.00200803
65089,498,3e-06,0.000812,0.00200803
80963,498,3e-06,0.000798,0.00200803
78631,498,1e-06,0.00073,0.00200803
46609,498,3e-06,0.000734,0.00200803
89622,498,1e-06,0.000691,0.00200803
93606,498,2e-06,0.000701,0.00200803
100620,498,2e-06,0.000701,0.00200803
42738,498,2e-06,0.000698,0.00200803
62525,498,3e-06,0.000719,0.00200803
76408,498,3e-06,0.00072,0.00200803
36238,498,3e-06,0.000728,0.00200803
97501,498,2e-06,0.000739,0.00200803
78131,498,3e-06,0.000712,0.00200803
36710,498,3e-06,0.000732,0.00200803
88252,498,2e-06,0.000725,0.00200803
101424,498,4e-06,0.000878,0.00200803
83212,498,4e-06,0.001162,0.00200803
91049,498,1.1e-05,0.000977,0.00200803
70223,498,3e-06,0.000693,0.00200803
6,498,5e-06,0.000697,0.0120482
6927,498,1e-06,0.000666,0.00200803
6,498,7e-06,0.000704,0.0120482
58080,498,1e-06,0.000728,0.00200803
85384,498,3e-06,0.000738,0.00200803
68829,498,2e-06,0.000727,0.00200803
96201,498,2e-06,0.000751,0.00200803
1,498,4e-06,0.000899,0.00401606
72142,498,4e-06,0.000955,0.00200803
61316,498,4e-06,0.001189,0.00200803
80003,498,6e-06,0.001172,0.00200803
51293,498,7e-06,0.001144,0.00401606
82260,498,4e-06,0.001144,0.00200803
-4541,498,5e-06,0.001012,0.00200803
40243,498,4e-06,0.000718,0.00200803
5,498,4e-06,0.0007,0.00401606
81585,498,2e-06,0.000717,0.00200803
64300,498,2e-06,0.000688,0.00200803
9,498,8e-06,0.000993,0.0180723
100852,498,4e-06,0.001018,0.00200803
9,498,3e-06,0.000741,0.00401606
84863,498,4e-06,0.000709,0.00200803
95305,498,3e-06,0.000714,0.00200803
20182,498,1.1e-05,0.000695,0.00200803
1,498,4e-06,0.00071,0.0060241
94094,498,3e-06,0.0008,0.00200803
19769,498,6e-06,0.000789,0.0060241
14177,498,4e-06,0.000742,0.00200803
95513,498,3e-06,0.000734,0.00200803
38683,498,3e-06,0.000696,0.00200803
61166,498,2e-06,0.000685,0.00200803
22,498,1.3e-05,0.000793,0.0441767
20,498,1.3e-05,0.000772,0.0401606
46897,498,2e-06,0.000726,0.00200803
60031,498,3e-06,0.000751,0.00200803
76985,498,4e-06,0.000734,0.00200803
44098,498,4e-06,0.000701,0.00200803
-26596,498,3e-06,0.000684,0.00200803
88162,498,1e-06,0.000686,0.00200803
42011,498,2e-06,0.000684,0.00200803
63810,498,3e-06,0.000686,0.00200803
70181,498,3e-06,0.000685,0.00200803
95194,498,2e-06,0.000701,0.00200803
97155,498,3e-06,0.000691,0.00200803
50564,498,3e-06,0.000685,0.00200803
63782,498,2e-06,0.000974,0.00200803
86211,498,4e-06,0.000984,0.00200803
84694,498,4e-06,0.000804,0.00200803
93377,498,4e-06,0.000733,0.00200803
32271,498,3e-06,0.000743,0.00200803
80606,498,3e-06,0.000706,0.00200803
32129,498,2e-06,0.000702,0.00200803
1417,498,4e-06,0.000715,0.00401606
5,498,1.6e-05,0.000709,0.0100402
72706,498,4e-06,0.000719,0.00200803
76225,498,1.1e-05,0.000699,0.00200803
15824,498,3e-06,0.000706,0.00200803
1,498,3e-06,0.000691,0.0060241
4864,498,3e-06,0.000685,0.00200803
100980,498,3e-06,0.000821,0.00200803
46171,498,5e-06,0.001115,0.00200803
1,498,6e-06,0.001186,0.0060241
99,498,8.7e-05,0.000619,0.198795
89853,498,1.2e-05,0.000762,0.00200803
28108,498,1.1e-05,0.000711,0.00200803
21205,498,4e-06,0.000879,0.00401606
11,498,1.5e-05,0.000699,0.0220884
31425,498,4e-06,0.000725,0.00200803
27,498,1.6e-05,0.000685,0.0542169
92959,498,1e-06,0.000699,0.00200803
28,498,1.8e-05,0.000689,0.0562249
81965,498,2e-06,0.000691,0.00200803
1,498,3e-06,0.000911,0.00401606
52,498,6e-05,0.0012,0.104418
41796,498,5e-06,0.001279,0.00200803
65606,498,5e-06,0.001148,0.00200803
28,498,2.8e-05,0.000892,0.0562249
1,498,5e-06,0.000821,0.0060241
31,498,3.2e-05,0.000867,0.062249
46883,498,5e-06,0.000743,0.00200803
84544,498,4e-06,0.000745,0.00200803
1,498,5e-06,0.000721,0.00401606
79895,498,2e-06,0.000758,0.00200803
1,498,5e-06,0.00121,0.00401606
7,498,1e-05,0.001231,0.0140562
69958,498,3e-06,0.001015,0.00200803
76150,498,5e-06,0.001209,0.00200803
14088,498,4e-06,0.001145,0.00200803
49779,498,5e-06,0.001174,0.00200803
-10103,498,5e-06,0.001002,0.00200803
53377,498,3e-06,0.001127,0.00200803
54270,498,5e-06,0.001074,0.00200803
30,498,2.9e-05,0.000987,0.060241
1,498,6e-06,0.001215,0.00401606
47885,498,4e-06,0.001247,0.00200803
46866,498,6e-06,0.001245,0.00200803
53,498,9e-06,0.00127,0.0060241
88785,498,4e-06,0.001255,0.00200803
70318,498,5e-06,0.001279,0.00200803
38320,498,6e-06,0.001264,0.00200803
95245,498,4e-06,0.001225,0.00200803
57264,498,5e-06,0.000998,0.00200803
59878,498,5e-06,0.000888,0.00200803
77784,498,4e-06,0.000754,0.00200803
66984,498,3e-06,0.000866,0.00200803
49,498,4.6e-05,0.001137,0.0983936
65922,498,4e-06,0.001218,0.00200803
74096,498,4e-06,0.000898,0.00200803
7,498,1e-05,0.001217,0.0140562
46309,498,5e-06,0.001216,0.00200803
213,498,5e-06,0.000735,0.00401606
29672,498,2e-06,0.000739,0.00200803
84076,498,3e-06,0.000962,0.00200803
81331,498,4e-06,0.000877,0.00200803
29792,498,4e-06,0.000856,0.00200803
33,498,3e-05,0.00113,0.0662651
68681,498,5e-06,0.000825,0.00200803
97565,498,4e-06,0.000761,0.00200803
76,498,6.7e-05,0.000805,0.15261
24565,498,5e-06,0.000839,0.00200803
48341,498,3e-06,0.000754,0.00200803
53,498,8e-06,0.000741,0.0060241
58346,498,3e-06,0.000921,0.00200803
55,498,4.9e-05,0.00117,0.110442
68329,498,4e-06,0.001272,0.00200803
86231,498,4e-06,0.001139,0.00200803
65037,498,6e-06,0.001,0.00200803
99633,498,3e-06,0.001016,0.00200803
1,498,6e-06,0.001273,0.0060241
89472,498,4e-06,0.001272,0.00200803
74132,498,6e-06,0.001268,0.00200803
39823,498,4e-06,0.001247,0.00200803
43602,498,3e-06,0.001242,0.00200803
1,498,5e-06,0.001167,0.00401606
5,498,6e-06,0.001267,0.00401606
83054,498,3e-06,0.000834,0.00200803
33,498,2.1e-05,0.000713,0.0662651
7,498,1.2e-05,0.001147,0.0140562
17,498,2.8e-05,0.001214,0.0341365
5,498,8e-06,0.000934,0.0060241
74464,498,4e-06,0.001196,0.00200803
5,498,4e-06,0.001009,0.00401606
40151,498,5e-06,0.000743,0.00200803
46,498,2.7e-05,0.000733,0.0923695
6,498,7e-06,0.000758,0.0120482
74577,498,2e-06,0.000724,0.00200803
30839,498,3e-06,0.000832,0.00200803
15239,498,5e-06,0.001165,0.00200803
98976,498,3e-06,0.001263,0.00200803
22847,498,6e-06,0.001196,0.00401606
51305,498,8e-06,0.001227,0.00803213
82743,498,3e-06,0.001175,0.00200803
23,498,3e-05,0.00119,0.0461847
59020,498,4e-06,0.001234,0.00200803
88968,498,6e-06,0.001217,0.00200803
59855,498,4e-06,0.001156,0.00200803
80963,498,4e-06,0.001217,0.00200803
49835,498,3e-06,0.001197,0.00200803
7,498,1.3e-05,0.001193,0.0140562
-7692,498,5e-06,0.001099,0.00200803
5,498,6e-06,0.000743,0.0100402
35640,498,2e-06,0.000731,0.00200803
62605,498,3e-06,0.000725,0.00200803
27,498,1.6e-05,0.000722,0.0542169
30,498,1.7e-05,0.000732,0.060241
22,498,2.4e-05,0.00074,0.0441767
85014,498,3e-06,0.000721,0.00200803
47055,498,3e-06,0.000722,0.00200803
19244,498,3e-06,0.000706,0.00200803
