Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
343122,2991,4e-06,0.0044,0.000334336
665977,2991,5e-06,0.006224,0.000334336
1,2991,7e-06,0.006987,0.00100301
249892,2991,5e-06,0.006581,0.000334336
81203,2991,6e-06,0.006347,0.000334336
644670,2991,5e-06,0.007443,0.000334336
342139,2991,5e-06,0.006989,0.000334336
234994,2991,6e-06,0.006849,0.000334336
711938,2991,6e-06,0.004416,0.000334336
23188,2991,3e-06,0.003967,0.000334336
404209,2991,4e-06,0.006205,0.000334336
390363,2991,5e-06,0.004367,0.000334336
448331,2991,4e-06,0.006676,0.000334336
725874,2991,4e-06,0.005378,0.000334336
1,2991,7e-06,0.005753,0.00100301
728938,2991,7e-06,0.005532,0.000334336
210413,2991,4e-06,0.00447,0.000334336
435981,2991,5e-06,0.007556,0.000334336
62,2991,8e-06,0.007413,0.000668673
564249,2991,5e-06,0.006789,0.000334336
621653,2991,6e-06,0.004627,0.000334336
502457,2991,4e-06,0.004544,0.000334336
551860,2991,4e-06,0.00725,0.000334336
19,2991,9e-06,0.007186,0.00100301
234611,2991,6e-06,0.007331,0.000334336
614158,2991,6e-06,0.007466,0.000334336
557808,2991,5e-06,0.006661,0.000334336
644903,2991,5e-06,0.004689,0.000334336
312720,2991,5e-06,0.004638,0.000334336
698680,2991,1.4e-05,0.007532,0.000334336
672162,2991,6e-06,0.005107,0.000334336
434244,2991,6e-06,0.004257,0.000334336
18,2991,1.5e-05,0.007609,0.00601805
472000,2991,6e-06,0.005692,0.000334336
131675,2991,4e-06,0.005051,0.000334336
213420,2991,5e-06,0.004853,0.000334336
718331,2991,3e-06,0.004226,0.000334336
55618,2991,5e-06,0.004552,0.000334336
434695,2991,4e-06,0.004163,0.000334336
492299,2991,3e-06,0.004435,0.000334336
689282,2991,2e-06,0.004452,0.000334336
31068,2991,6e-06,0.003799,0.000334336
398387,2991,4e-06,0.004215,0.000334336
52,2991,3.9e-05,0.004505,0.0173855
319633,2991,4e-06,0.00433,0.000334336
263666,2991,3e-06,0.004153,0.000334336
677266,2991,4e-06,0.004888,0.000334336
375069,2991,5e-06,0.004368,0.000334336
239424,2991,4e-06,0.004267,0.000334336
39,2991,3e-06,0.004866,0.000668673
208245,2991,4e-06,0.004358,0.000334336
552446,2991,2e-06,0.004084,0.000334336
643132,2991,3e-06,0.006601,0.000334336
444318,2991,3e-06,0.00574,0.000334336
85294,2991,2e-06,0.00408,0.000334336
664463,2991,5e-06,0.005858,0.000334336
259775,2991,6e-06,0.004144,0.000334336
728518,2991,3e-06,0.0042,0.000334336
109479,2991,4e-06,0.004288,0.000334336
584829,2991,4e-06,0.004246,0.000334336
5,2991,4e-06,0.004166,0.00167168
563385,2991,4e-06,0.004837,0.000334336
648865,2991,6e-06,0.004348,0.000334336
155826,2991,3e-06,0.003999,0.000334336
59,2991,3.8e-05,0.004967,0.0197258
472241,2991,5e-06,0.005212,0.000334336
92,2991,6e-06,0.004101,0.000668673
458880,2991,3e-06,0.005242,0.000334336
500913,2991,4e-06,0.004108,0.000334336
7,2991,7e-06,0.005075,0.00234035
21760,2991,3e-06,0.005762,0.000334336
213758,2991,3e-06,0.004184,0.000334336
493504,2991,4e-06,0.004231,0.000334336
543067,2991,3e-06,0.004681,0.000334336
55445,2991,6e-06,0.004027,0.000334336
614586,2991,5e-06,0.004129,0.000334336
1,2991,3e-06,0.004696,0.00100301
1,2991,4e-06,0.004106,0.000668673
74,2991,4.1e-05,0.003805,0.0247409
365907,2991,3e-06,0.004487,0.000334336
685969,2991,3e-06,0.004762,0.000334336
711441,2991,3e-06,0.004165,0.000334336
274644,2991,3e-06,0.005241,0.000334336
505005,2991,5e-06,0.004293,0.000334336
359402,2991,5e-06,0.005033,0.000334336
214955,2991,5e-06,0.004675,0.000334336
647182,2991,6e-06,0.004337,0.000334336
651327,2991,5e-06,0.004151,0.000334336
277535,2991,3e-06,0.005241,0.000334336
291293,2991,5e-06,0.004117,0.000334336
588375,2991,3e-06,0.004144,0.000334336
248251,2991,3e-06,0.004602,0.000334336
10,2991,1.2e-05,0.004014,0.00334336
568968,2991,5e-06,0.004243,0.000334336
7,2991,4e-06,0.004361,0.000668673
521776,2991,4e-06,0.00413,0.000334336
15,2991,1.2e-05,0.004119,0.00501505
251785,2991,3e-06,0.004267,0.000334336
492562,2991,4e-06,0.004214,0.000334336
377470,2991,2e-06,0.00411,0.000334336
436886,2991,3e-06,0.004948,0.000334336
495519,2991,4e-06,0.004195,0.000334336
27,2991,1.9e-05,0.004495,0.00902708
195269,2991,4e-06,0.004578,0.000334336
459300,2991,5e-06,0.004215,0.000334336
251309,2991,4e-06,0.00409,0.000334336
524428,2991,3e-06,0.004637,0.000334336
234422,2991,5e-06,0.004094,0.000334336
169078,2991,3e-06,0.003975,0.000334336
301445,2991,3e-06,0.004444,0.000334336
28,2991,3.4e-05,0.005011,0.00936142
579772,2991,5e-06,0.004128,0.000334336
662099,2991,4e-06,0.005802,0.000334336
422977,2991,5e-06,0.004108,0.000334336
103,2991,5e-06,0.004939,0.00100301
248084,2991,4e-06,0.004282,0.000334336
556201,2991,3e-06,0.004302,0.000334336
466554,2991,4e-06,0.004721,0.000334336
332349,2991,6e-06,0.004087,0.000334336
4434,2991,0.002234,0.005312,1.48245
18022,2991,6e-06,0.004692,0.000334336
118127,2991,5e-06,0.006618,0.000334336
330233,2991,6e-06,0.005165,0.000334336
514455,2991,4e-06,0.007081,0.000334336
662238,2991,5e-06,0.007172,0.000334336
