Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
65856,9026,4e-06,0.016476,0.000110791
16,9026,9e-06,0.019151,0.000443164
25109,9026,5e-06,0.018605,0.000110791
91513,9026,6e-06,0.016695,0.000110791
158484,9026,5e-06,0.017138,0.000110791
86569,9026,4e-06,0.016173,0.000110791
90558,9026,5e-06,0.017491,0.000110791
173162,9026,5e-06,0.017254,0.000110791
137083,9026,6e-06,0.018258,0.000110791
136067,9026,4e-06,0.017571,0.000110791
153391,9026,6e-06,0.01449,0.000110791
185559,9026,5e-06,0.015937,0.000110791
185813,9026,5e-06,0.014151,0.000110791
49361,9026,6e-06,0.01834,0.000110791
180686,9026,6e-06,0.019464,0.000110791
109467,9026,4e-06,0.015934,0.000110791
164419,9026,3e-06,0.017372,0.000110791
82145,9026,6e-06,0.0213,0.000110791
73117,9026,8e-06,0.016428,0.000110791
26302,9026,6e-06,0.014766,0.000110791
73108,9026,5e-06,0.014731,0.000110791
13,9026,7e-06,0.018508,0.000221582
91040,9026,6e-06,0.017067,0.000110791
138196,9026,5e-06,0.02061,0.000110791
21447,9026,5e-06,0.018557,0.000110791
3487,9026,7e-06,0.016847,0.000332373
11,9026,1.1e-05,0.018121,0.000443164
107426,9026,6e-06,0.021466,0.000110791
150554,9026,6e-06,0.013637,0.000110791
158800,9026,5e-06,0.018988,0.000110791
191302,9026,5e-06,0.017483,0.000110791
92038,9026,4e-06,0.019935,0.000110791
105249,9026,4e-06,0.018183,0.000110791
133169,9026,6e-06,0.014965,0.000110791
177580,9026,4e-06,0.0171,0.000110791
88707,9026,6e-06,0.019605,0.000110791
159323,9026,5e-06,0.014804,0.000110791
30888,9026,5e-06,0.015234,0.000110791
96456,9026,7e-06,0.016237,0.000110791
156537,9026,6e-06,0.015656,0.000110791
83951,9026,6e-06,0.014764,0.000110791
45056,9026,6e-06,0.019761,0.000110791
170730,9026,6e-06,0.018857,0.000110791
191355,9026,6e-06,0.017657,0.000110791
123046,9026,4e-06,0.013981,0.000110791
179646,9026,6e-06,0.014748,0.000110791
142610,9026,5e-06,0.020802,0.000110791
1,9026,7e-06,0.016389,0.000221582
129572,9026,8e-06,0.018635,0.000110791
111954,9026,6e-06,0.019687,0.000110791
127359,9026,5e-06,0.015006,0.000110791
145334,9026,4e-06,0.015173,0.000110791
107710,9026,5e-06,0.016583,0.000110791
11217,9026,4e-06,0.015138,0.000110791
177617,9026,4e-06,0.017395,0.000110791
25944,9026,5e-06,0.015157,0.000110791
