Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
317007,21145,4e-06,0.032954,4.72925e-05
486368,21145,4e-06,0.032283,4.72925e-05
524776,21145,5e-06,0.03462,4.72925e-05
548612,21145,3e-06,0.036108,4.72925e-05
9,21145,1.4e-05,0.033164,0.000425633
288910,21145,3e-06,0.034529,4.72925e-05
249547,21145,4e-06,0.032085,4.72925e-05
394499,21145,6e-06,0.042035,4.72925e-05
322762,21145,3e-06,0.041216,4.72925e-05
275680,21145,5e-06,0.043048,4.72925e-05
181327,21145,4e-06,0.044287,4.72925e-05
350682,21145,7e-06,0.048601,4.72925e-05
334175,21145,6e-06,0.041137,4.72925e-05
508943,21145,5e-06,0.044238,4.72925e-05
324743,21145,5e-06,0.04473,4.72925e-05
2648,21145,6e-06,0.040466,9.4585e-05
521615,21145,4e-06,0.035224,4.72925e-05
456568,21145,4e-06,0.03094,4.72925e-05
442185,21145,7e-06,0.036028,4.72925e-05
22153,21145,5e-06,0.032311,4.72925e-05
162479,21145,4e-06,0.03681,4.72925e-05
-72887,21145,6e-06,0.03126,4.72925e-05
491737,21145,3e-06,0.036137,4.72925e-05
384936,21145,6e-06,0.036596,4.72925e-05
-7408,21145,3e-06,0.02757,4.72925e-05
71,21145,0.000109,0.03423,0.00335777
409616,21145,5e-06,0.03373,4.72925e-05
329871,21145,3e-06,0.033215,4.72925e-05
99505,21145,3e-06,0.037591,4.72925e-05
205766,21145,6e-06,0.040579,4.72925e-05
27800,21145,5e-06,0.044485,4.72925e-05
417541,21145,5e-06,0.042576,4.72925e-05
44,21145,5.4e-05,0.047058,0.00208087
363743,21145,4e-06,0.036685,4.72925e-05
176078,21145,5e-06,0.037769,4.72925e-05
408593,21145,5e-06,0.040356,4.72925e-05
363595,21145,7e-06,0.040036,4.72925e-05
29,21145,3.3e-05,0.04731,0.00137148
183952,21145,5e-06,0.043152,4.72925e-05
74,21145,5e-05,0.032824,0.00349965
488140,21145,6e-06,0.035773,4.72925e-05
534318,21145,4e-06,0.034399,4.72925e-05
493239,21145,5e-06,0.040223,4.72925e-05
1,21145,9e-06,0.036988,9.4585e-05
462781,21145,5e-06,0.031423,4.72925e-05
189161,21145,5e-06,0.044933,4.72925e-05
219673,21145,5e-06,0.034926,4.72925e-05
36080,21145,5e-06,0.031207,4.72925e-05
339176,21145,5e-06,0.031466,4.72925e-05
437131,21145,4e-06,0.03511,4.72925e-05
361150,21145,3e-06,0.037458,4.72925e-05
782,21145,1e-05,0.042873,0.000141878
369058,21145,2e-06,0.041907,4.72925e-05
155553,21145,3e-06,0.044927,4.72925e-05
332864,21145,6e-06,0.03779,4.72925e-05
245258,21145,5e-06,0.038092,4.72925e-05
