Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
5,18,8e-06,3e-05,0.277778
182410,18,4e-06,4e-05,0.0555556
60599,18,4e-06,4.4e-05,0.0555556
91,18,8.3e-05,2.8e-05,5.05556
19,18,2.2e-05,3e-05,1.05556
11,18,1.1e-05,2.8e-05,0.611111
781,18,0.00044,3.5e-05,43.3889
289,18,0.00028,4.5e-05,16.0556
43,18,4.6e-05,4.5e-05,2.38889
5,18,8e-06,4.8e-05,0.277778
389,18,0.000365,3.1e-05,21.6111
17,18,2.2e-05,3.5e-05,0.944444
86223,18,4e-06,2.9e-05,0.0555556
656,18,0.000472,3.3e-05,36.4444
7,18,2.1e-05,4.5e-05,0.388889
2740,18,0.00163,2.9e-05,152.222
324,18,0.000246,4.6e-05,18
261251,18,3e-06,3.4e-05,0.0555556
291211,18,2e-06,3.3e-05,0.0555556
967,18,0.000545,2.7e-05,53.7222
29,18,3e-05,5.4e-05,1.61111
1005,18,0.000632,4.6e-05,55.8333
122,18,0.00012,4.7e-05,6.77778
37832,18,5e-06,4.8e-05,0.0555556
1858,18,0.001676,4.8e-05,103.222
5,18,9e-06,4.8e-05,0.277778
967,18,0.000533,2.8e-05,53.7222
1956,18,0.001094,2.8e-05,108.667
924,18,0.0005,2.8e-05,51.3333
194873,18,3e-06,4e-05,0.0555556
1,18,4e-06,3e-05,0.111111
5,18,5e-06,2.9e-05,0.277778
14,18,1.1e-05,2.9e-05,0.777778
12,18,1.1e-05,2.6e-05,0.666667
880,18,0.000486,2.7e-05,48.8889
17,18,1.2e-05,2.8e-05,0.944444
674,18,0.000377,2.7e-05,37.4444
8,18,1.2e-05,2.8e-05,0.444444
19,18,1.4e-05,2.8e-05,1.05556
-65308,18,2e-06,2.8e-05,0.0555556
8041,18,0.004967,5e-05,446.722
229376,18,5e-06,4.7e-05,0.0555556
201399,18,4e-06,4.8e-05,0.0555556
323267,18,3e-06,4.7e-05,0.0555556
3020,18,0.002104,2.9e-05,167.778
807,18,0.000448,2.8e-05,44.8333
3299,18,0.00176,4.4e-05,183.278
2218,18,0.001379,2.8e-05,123.222
43,18,4.7e-05,2.8e-05,2.38889
351877,18,6e-06,4.2e-05,0.0555556
3578,18,0.00255,5e-05,198.778
199,18,0.000205,4.5e-05,11.0556
7,18,1.1e-05,4.6e-05,0.388889
4,18,8e-06,4.2e-05,0.222222
6557,18,0.004034,3.2e-05,364.278
109,18,8.6e-05,2.8e-05,6.05556
93743,18,4e-06,3.5e-05,0.0555556
227145,18,5e-06,3.4e-05,0.0555556
284546,18,5e-06,3.6e-05,0.0555556
256994,18,4e-06,4.3e-05,0.0555556
143872,18,5e-06,3.8e-05,0.0555556
382644,18,3e-06,3.8e-05,0.0555556
92,18,6.8e-05,2.7e-05,5.11111
250659,18,5e-06,3.9e-05,0.0555556
271581,18,3e-06,4.4e-05,0.0555556
1,18,6e-06,3.9e-05,0.166667
178,18,0.000123,2.7e-05,9.88889
2724,18,0.002245,4.5e-05,151.333
5,18,7e-06,4.8e-05,0.277778
8,18,1.3e-05,4.7e-05,0.444444
8,18,1.2e-05,5e-05,0.444444
71,18,7.4e-05,4.9e-05,3.94444
54,18,5.8e-05,4.8e-05,3
18,18,2.2e-05,4.9e-05,1
13,18,1.8e-05,4.7e-05,0.722222
34,18,3.8e-05,4.7e-05,1.88889
267101,18,3e-06,4.8e-05,0.0555556
885,18,0.000789,2.7e-05,49.1667
8,18,7e-06,4.1e-05,0.166667
380922,18,4e-06,4.4e-05,0.0555556
295206,18,4e-06,4.3e-05,0.0555556
1,18,5e-06,4.8e-05,0.111111
4305,18,0.003597,3.1e-05,239.167
518,18,0.000291,2.8e-05,28.7778
12,18,1e-05,2.9e-05,0.666667
177502,18,3e-06,2.9e-05,0.0555556
1791,18,0.001047,2.8e-05,99.5
5,18,7e-06,4.5e-05,0.277778
30,18,3.1e-05,3.3e-05,1.66667
22,18,1.6e-05,2.7e-05,1.22222
674,18,0.000392,2.8e-05,37.4444
2,18,8e-06,3.8e-05,0.222222
23,18,2.5e-05,3.5e-05,1.27778
261777,18,4e-06,4.3e-05,0.0555556
473,18,0.000457,4.5e-05,26.2778
811,18,0.000545,2.8e-05,45.0556
5,18,8e-06,4.2e-05,0.277778
270859,18,5e-06,4e-05,0.0555556
2431,18,0.00149,5e-05,135.056
151,18,0.000158,4.8e-05,8.38889
15,18,8e-06,4.9e-05,0.166667
333279,18,4e-06,5e-05,0.0555556
99989,18,8e-06,5.1e-05,0.166667
23,18,2.7e-05,4.9e-05,1.27778
80180,18,4e-06,5e-05,0.0555556
781,18,0.000765,4.9e-05,43.3889
18,18,2.4e-05,4.7e-05,1
2724,18,0.002532,4.7e-05,151.333
2615,18,0.002421,4.6e-05,145.278
7,18,1.3e-05,4.7e-05,0.388889
75,18,8.1e-05,5.4e-05,4.16667
142,18,0.000143,4.9e-05,7.88889
31,18,3.6e-05,4.9e-05,1.72222
1,18,5e-06,5.1e-05,0.111111
16,18,2.2e-05,4.8e-05,0.888889
884,18,0.000864,4.8e-05,49.1111
2,18,6e-06,5e-05,0.111111
145,18,0.000151,4.7e-05,8.05556
423545,18,3e-06,4.8e-05,0.0555556
213896,18,4e-06,5e-05,0.0555556
15,18,2.1e-05,4.8e-05,0.833333
122,18,0.00012,4.3e-05,6.77778
251,18,0.000241,4.6e-05,13.9444
553,18,0.000558,4.7e-05,30.7222
1,18,9e-06,4.9e-05,0.111111
38,18,4.4e-05,4.9e-05,2.11111
1453,18,0.001439,4.9e-05,80.7222
19,18,2.5e-05,4.8e-05,1.05556
286,18,0.000275,4.8e-05,15.8889
1,18,7e-06,4.9e-05,0.222222
789,18,0.00075,4.9e-05,43.8333
1,18,3e-06,4.9e-05,0.111111
674,18,0.000659,4.6e-05,37.4444
2870,18,0.002782,5.1e-05,159.444
10,18,1.5e-05,4.7e-05,0.555556
351,18,0.000334,4.6e-05,19.5
287,18,0.000276,4.6e-05,15.9444
65,18,6.6e-05,4.8e-05,3.61111
243,18,0.000243,4.6e-05,13.5
129650,18,6e-06,4.7e-05,0.0555556
386192,18,4e-06,4.7e-05,0.0555556
10,18,5e-06,4e-05,0.111111
129,18,9e-05,2.8e-05,7.16667
44,18,4.9e-05,2.8e-05,2.44444
168,18,0.000112,2.8e-05,9.33333
85131,18,5e-06,4e-05,0.0555556
495,18,0.000305,2.9e-05,27.5
41,18,4.5e-05,2.7e-05,2.27778
1858,18,0.000999,2.7e-05,103.222
222774,18,5e-06,5.1e-05,0.0555556
595,18,0.000365,2.8e-05,33.0556
337536,18,4e-06,3.7e-05,0.0555556
3276,18,0.001876,2.9e-05,182
98,18,8.1e-05,2.8e-05,5.44444
1,18,1.3e-05,4.1e-05,0.222222
6,18,1.5e-05,4.1e-05,0.333333
14,18,1.7e-05,3.3e-05,0.777778
7,18,1.5e-05,3.8e-05,0.388889
79,18,8.2e-05,4.7e-05,4.38889
305781,18,4e-06,5e-05,0.0555556
15,18,2e-05,4.7e-05,0.833333
173,18,0.00017,4.7e-05,9.61111
29,18,3.3e-05,4.8e-05,1.61111
99996,18,6e-06,4.7e-05,0.111111
50,18,5.5e-05,4.7e-05,2.77778
5734,18,0.0054,3.3e-05,318.556
2431,18,0.002283,5e-05,135.056
1021,18,0.000961,4.7e-05,56.7222
5734,18,0.003867,2e-05,318.556
317606,18,5e-06,5.2e-05,0.0555556
756,18,0.000747,4.8e-05,42
16,18,2e-05,4.8e-05,0.888889
5734,18,0.005358,3.1e-05,318.556
220900,18,4e-06,5.1e-05,0.0555556
1016,18,0.001004,4.9e-05,56.4444
63,18,7.4e-05,4.7e-05,3.5
3578,18,0.003317,4.7e-05,198.778
2,18,7e-06,5.1e-05,0.222222
732,18,0.000687,4.5e-05,40.6667
379516,18,5e-06,5e-05,0.0555556
21,18,2.4e-05,4.7e-05,1.16667
327927,18,3e-06,5e-05,0.0555556
15,18,2e-05,4.9e-05,0.833333
968,18,0.000616,2.9e-05,53.7778
345059,18,3e-06,2.9e-05,0.0555556
4,18,3e-06,2.8e-05,0.111111
633,18,0.000346,2.8e-05,35.1667
2339,18,0.001259,2.9e-05,129.944
351262,18,3e-06,2.8e-05,0.0555556
385,18,0.000222,2.8e-05,21.3889
49,18,3.1e-05,2.7e-05,2.72222
660,18,0.000363,2.8e-05,36.6667
261,18,0.000146,2.9e-05,14.5
14,18,1.1e-05,2.8e-05,0.777778
1119,18,0.000732,2.8e-05,62.1667
5734,18,0.00382,2e-05,318.556
62,18,3.8e-05,2.9e-05,3.44444
28,18,2.7e-05,4.4e-05,1.55556
1606,18,0.001474,5e-05,89.2222
2256,18,0.001282,2.9e-05,125.333
269,18,0.000164,2.7e-05,14.9444
13,18,1.6e-05,3.6e-05,0.722222
278,18,0.000176,2.9e-05,15.4444
5,18,1e-05,3.7e-05,0.277778
1,18,7e-06,4.3e-05,0.222222
154,18,0.000108,2.8e-05,8.55556
-83648,18,3e-06,4e-05,0.0555556
105,18,7.9e-05,2.8e-05,5.83333
6,18,1.1e-05,3.4e-05,0.333333
117,18,8.7e-05,2.8e-05,6.5
117,18,8.3e-05,2.8e-05,6.5
9,18,1e-05,3.7e-05,0.5
3127,18,0.001889,5.1e-05,173.722
6,18,1e-05,5.1e-05,0.333333
1,18,7e-06,4.9e-05,0.222222
13,18,1.8e-05,4.7e-05,0.722222
304894,18,4e-06,5.1e-05,0.0555556
352663,18,4e-06,4.8e-05,0.0555556
498,18,0.000485,4.8e-05,27.6667
5,18,8e-06,4.8e-05,0.222222
183,18,0.000181,4.8e-05,10.1667
58696,18,4e-06,4.9e-05,0.0555556
4,18,4e-06,2.9e-05,0.111111
35,18,3.5e-05,4.3e-05,1.94444
-42466,18,4e-06,4.6e-05,0.0555556
9,18,1.4e-05,4.8e-05,0.5
304753,18,4e-06,4.9e-05,0.0555556
106,18,0.000109,4.9e-05,5.88889
43,18,4.9e-05,4.6e-05,2.38889
220187,18,4e-06,5e-05,0.0555556
5,18,8e-06,4.9e-05,0.277778
10,18,1.4e-05,5e-05,0.555556
29,18,3.3e-05,4.7e-05,1.61111
357614,18,3e-06,4.9e-05,0.0555556
57,18,5.8e-05,4.8e-05,3.16667
39,18,4.4e-05,4.7e-05,2.16667
1,18,7e-06,4.9e-05,0.166667
21,18,2.2e-05,4.8e-05,1.16667
1,18,7e-06,4.6e-05,0.222222
1448,18,0.001353,4.4e-05,80.4444
2038,18,0.001833,3e-05,113.222
11,18,1.6e-05,4.9e-05,0.611111
107,18,0.000117,4.4e-05,5.94444
2,18,5e-06,5e-05,0.111111
31737,18,3e-06,4.8e-05,0.0555556
645,18,0.000629,4.8e-05,35.8333
1021,18,0.000955,4.5e-05,56.7222
372859,18,3e-06,4.9e-05,0.0555556
197,18,0.000196,2.8e-05,10.9444
19,18,2.3e-05,3.6e-05,1.05556
55,18,4.9e-05,2.7e-05,3.05556
29,18,3e-05,3.8e-05,1.61111
296686,18,4e-06,4.6e-05,0.0555556
2038,18,0.001889,3.4e-05,113.222
21,18,2.7e-05,4.9e-05,1.16667
210,18,0.000201,4.9e-05,11.6667
295,18,0.00028,4.8e-05,16.3889
2038,18,0.001857,3.2e-05,113.222
6,18,1e-05,4.9e-05,0.333333
3,18,7e-06,4.8e-05,0.166667
99988,18,7e-06,4.8e-05,0.111111
7,18,4e-06,4.8e-05,0.111111
334627,18,4e-06,5e-05,0.0555556
18,18,2.3e-05,4.8e-05,1
277,18,0.000271,4.7e-05,15.3889
2967,18,0.0027,4.5e-05,164.833
196,18,0.000201,4.5e-05,10.8889
17,18,1.9e-05,5e-05,0.944444
8,18,1.2e-05,5.4e-05,0.444444
220551,18,5e-06,3.7e-05,0.0555556
40,18,4.9e-05,2.9e-05,2.22222
2967,18,0.002655,4.9e-05,164.833
7,18,1.3e-05,5e-05,0.388889
5,18,6e-06,5.7e-05,0.111111
5,18,9e-06,5e-05,0.277778
908,18,0.000862,4.5e-05,50.4444
5,18,8e-06,4.8e-05,0.222222
131994,18,6e-06,5e-05,0.0555556
106,18,0.000111,4.8e-05,5.88889
332354,18,5e-06,5e-05,0.0555556
288,18,0.000288,4.7e-05,16
5734,18,0.005168,2.1e-05,318.556
377022,18,5e-06,4.1e-05,0.0555556
368801,18,4e-06,4.4e-05,0.0555556
35,18,3.7e-05,2.9e-05,1.94444
2870,18,0.002116,2.9e-05,159.444
1,18,6e-06,4.7e-05,0.0555556
3,18,5e-06,4e-05,0.111111
406084,18,3e-06,3.6e-05,0.0555556
127476,18,5e-06,3.6e-05,0.0555556
728,18,0.00046,5e-05,40.4444
216,18,0.000216,3.2e-05,12
84,18,7e-05,2.9e-05,4.66667
439,18,0.000262,2.7e-05,24.3889
2615,18,0.001434,2.8e-05,145.278
6,18,1e-05,4.1e-05,0.333333
259,18,0.000164,2.7e-05,14.3889
1,18,7e-06,3.6e-05,0.166667
5,18,8e-06,4.2e-05,0.277778
8,18,7e-06,3.6e-05,0.222222
134,18,9.9e-05,2.7e-05,7.44444
13,18,1.6e-05,2.9e-05,0.722222
5057,18,0.002753,1.8e-05,280.944
13,18,1.6e-05,4.8e-05,0.722222
337333,18,5e-06,4.7e-05,0.0555556
48,18,5.4e-05,4.6e-05,2.66667
140,18,0.000135,4.3e-05,7.77778
354132,18,3e-06,4.6e-05,0.0555556
6,18,9e-06,4.8e-05,0.333333
13,18,1.8e-05,3.4e-05,0.722222
6,18,1e-05,4e-05,0.333333
163214,18,5e-06,3.8e-05,0.0555556
1,18,8e-06,3.7e-05,0.222222
14,18,1.6e-05,4.3e-05,0.777778
21,18,2.3e-05,3.9e-05,1.16667
11,18,1.6e-05,4.6e-05,0.611111
99998,18,8e-06,4.5e-05,0.166667
9,18,1.3e-05,3.9e-05,0.5
190,18,0.000138,2.8e-05,10.5556
97,18,7.5e-05,2.8e-05,5.38889
42,18,4.2e-05,2.8e-05,2.33333
295,18,0.000168,2.8e-05,16.3889
233,18,0.000147,2.7e-05,12.9444
1,18,5e-06,4.1e-05,0.111111
61,18,5e-05,2.7e-05,3.38889
264,18,0.000156,2.8e-05,14.6667
220686,18,4e-06,3.9e-05,0.0555556
404959,18,4e-06,4.2e-05,0.0555556
41,18,4e-05,2.8e-05,2.27778
7,18,1e-05,3.9e-05,0.388889
17,18,1.8e-05,3.5e-05,0.944444
1427,18,0.000993,3.7e-05,79.2778
41,18,4.1e-05,2.7e-05,2.27778
13,18,1.8e-05,3.1e-05,0.722222
46,18,4.6e-05,2.7e-05,2.55556
385,18,0.000234,2.7e-05,21.3889
13,18,1.6e-05,3.3e-05,0.722222
218728,18,4e-06,4.3e-05,0.0555556
