Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
523157,13906,5e-06,0.026452,7.19114e-05
221283,13906,4e-06,0.024509,7.19114e-05
577312,13906,4e-06,0.026304,7.19114e-05
727578,13906,5e-06,0.021208,7.19114e-05
600191,13906,4e-06,0.023504,7.19114e-05
29838,13906,3e-06,0.019415,7.19114e-05
344788,13906,5e-06,0.029178,7.19114e-05
278765,13906,5e-06,0.020711,7.19114e-05
752201,13906,4e-06,0.024011,7.19114e-05
1,13906,6e-06,0.022237,0.000143823
345268,13906,4e-06,0.023007,7.19114e-05
8,13906,1.2e-05,0.023133,0.000575291
5,13906,1e-05,0.020223,0.000359557
609051,13906,3e-06,0.020367,7.19114e-05
178077,13906,5e-06,0.028044,7.19114e-05
513817,13906,4e-06,0.025986,7.19114e-05
15,13906,3e-06,0.030161,0.000143823
671486,13906,6e-06,0.027585,7.19114e-05
253350,13906,1.6e-05,0.02517,7.19114e-05
868,13906,9e-06,0.025846,0.000215734
724042,13906,2.7e-05,0.030148,7.19114e-05
465324,13906,7e-06,0.026856,7.19114e-05
130878,13906,4e-06,0.025416,7.19114e-05
1,13906,9e-06,0.029913,0.000215734
5,13906,1.3e-05,0.026412,0.000359557
606232,13906,1.4e-05,0.029965,7.19114e-05
207538,13906,7e-06,0.030075,7.19114e-05
129,13906,1e-05,0.030625,0.000215734
292044,13906,7e-06,0.023328,7.19114e-05
329793,13906,6e-06,0.029872,7.19114e-05
261163,13906,5e-06,0.028504,7.19114e-05
79075,13906,1.5e-05,0.025654,7.19114e-05
198037,13906,4e-06,0.019945,7.19114e-05
690932,13906,4e-06,0.026978,7.19114e-05
129476,13906,3e-06,0.021339,7.19114e-05
217282,13906,5e-06,0.020174,7.19114e-05
105693,13906,3e-06,0.02526,7.19114e-05
163900,13906,5e-06,0.020428,7.19114e-05
232,13906,0.000179,0.024906,0.0166834
336862,13906,6e-06,0.025194,7.19114e-05
678540,13906,6e-06,0.023818,7.19114e-05
493916,13906,5e-06,0.021017,7.19114e-05
