52.69
49.0947
48.587
50.1021
49.142
50.3813
49.5243
49.5767
49.399
50.1178
49.6731
48.5194
51.542
50.5349


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)


=AVERAGE(A1:A14)
